Date,Financials,Consumer Staples,Industrials,Basic Materials,Consumer Discretionary,Energy,Health Care,Utilities,Telecommunications,Technology,Real Estate
2020-07-21,11.43749971905433,29.291589355830197,15.190202225308694,27.26321848725516,10.251639488384651,18.71660143614231,27.26155287442166,27.455560032910878,16.516862025578522,16.96231302123848,8.997495072172962
2020-07-22,11.43749971905433,29.291589355830197,15.185442927378016,27.26321848725516,10.251639488384651,18.71660143614231,27.26155287442166,27.455560032910878,16.516862025578522,16.96231302123848,8.984185326825541
2020-07-23,11.653741570769695,28.775509743655967,15.338171821511201,27.879605321420975,10.335883595918965,18.506834752539376,28.6974244794947,27.616666596267006,16.609466463363717,16.932285685538048,8.976708448113618
2020-07-24,11.653741570769695,28.685571861541135,15.45052519792841,27.83189710245825,10.335883595918965,18.506834752539376,28.697424479494696,27.61023947218196,16.77747552519103,17.318722677225438,8.965467862419747
2020-07-26,11.653741570769695,28.685571861541135,15.45052519792841,27.16780204932971,10.335883595918965,18.506834752539376,28.697424479494696,27.61023947218196,16.77747552519103,17.735187004613266,8.954227276725874
2020-07-28,11.600590411981099,28.831862426050446,15.56763579245882,27.78527054323549,10.395017919915656,18.35507889773162,28.507866798570884,27.510504354977908,16.61770132162184,18.13777666115257,9.151325627463827
2020-07-29,12.290304992434997,28.7772292047773,15.457359884370403,27.785643877069113,10.419561994811907,18.372708315036586,28.507866798570895,28.12261766123482,16.55795646538602,18.856283728530755,8.977777317414747
2020-07-30,12.290304992434997,28.7772292047773,15.457359884370403,27.168548716996945,10.419561994811907,18.372708315036586,28.507866798570895,28.12261766123482,16.55795646538602,19.356399066874424,8.997779661035516
2020-08-03,12.290304992434997,28.7772292047773,15.457365470218614,27.168548716996945,10.419561994811907,18.372708315036586,28.507866798570895,28.12261766123482,16.55795646538602,19.54059699437921,9.017782004656286
2020-08-06,12.37965652327894,28.781000773196592,12.003369432585501,27.92109739858308,10.243821684601812,18.629926045274342,29.24213077901369,28.37154935068106,17.86077589099602,19.940746137885704,9.03762521835535
2020-08-07,12.37965652327894,28.86719629573975,12.008636930965915,28.118974588304457,10.243821684601812,18.629926045274342,29.24213077901369,28.388634254729613,17.83703888021663,20.825088601101918,9.052305795293357
2020-08-12,12.37965652327894,28.86719629573975,12.012226141141024,27.564303096439705,10.243821684601812,18.629926045274342,29.24213077901369,28.388634254729613,17.83703888021663,21.30928192081164,9.066986372231366
2020-08-13,12.675109664019436,28.641915812754043,12.13512195058643,28.943464168949454,11.178044081906283,18.48231394909701,30.271194220701616,28.237286524019286,18.017088715929404,21.01362877529869,9.302338989833835
2020-08-14,12.675109664019436,28.641915812754043,12.13512195058643,29.479845710466503,11.178044081906283,18.48231394909701,30.271194220701627,28.237286524019286,18.017088715929404,21.21345868578524,9.139181620913028
2020-08-19,12.711438367013194,28.614758405330935,12.16544758606619,28.637066179473806,11.178044081906283,18.48231394909701,30.271194220701627,28.20947212953681,18.06764869229978,21.70894174178474,9.171008780640523
2020-08-20,12.953794189599655,28.845127180151405,12.183967794625508,29.26364333091706,11.295150052401704,18.36642070969971,30.994822696776687,31.43618264851874,18.161152753643215,21.59865474495665,9.202835940368017
2020-08-21,12.953794189599655,28.845127180151405,12.183967794625508,29.61145261090132,11.295150052401704,18.36642070969971,30.994822696776694,31.43618264851874,18.161152753643215,21.964577272218925,9.01399105943105
2020-08-24,12.953794189599655,28.845127180151405,12.183965063007536,29.33268473944233,11.295150052401704,18.36642070969971,30.994822696776694,31.43618264851874,18.161152753643215,22.440786796309293,9.015476358507238
2020-08-26,12.953794189599655,28.845127180151405,12.183965063007536,29.33268473944233,11.295163717238841,18.36642070969971,30.994822696776694,31.43618264851874,18.161152753643215,22.440786796309293,9.015476358507238
2020-08-27,13.494656837805408,29.102439336463082,12.192185595860266,29.910272347554812,11.788425695012757,16.431664889769753,31.19683065281008,31.73400292249255,18.185348044369572,21.174660570632412,9.015476358507238
2020-08-28,13.494656837805408,29.170492354772872,12.170766100896913,30.069515702937,11.788425695012757,16.431664889769753,31.196830652810092,31.746900123340076,18.203995029015278,20.42053168739921,9.015476358507238
