Ticker,Name,Industry,Mkt Cap,Last Price,Avg 3M Volume,1Wk,1Mo,3Mo,YTD,P/B,DY,P/E LTM,P/E NTM,P/E FY1
2222,SAUDI ARAMCO,Energy,1786.71570979263,27.8,949.7135065203549,-2.2e-14,-5.94227504244483,-8.73514915837394,-13.3666002854764,4.39846098667523,6.76462093862816,15.2773641307345,15.1352120147466,15.257812455095
ADNOCGAS,ADNOC GAS PLC,Energy,60.3996322880623,2.89,6.42313985213538,-3.98671096345513,-5.8631921824104,-7.14646732577762,-4.1414986312158,2.76375651167822,5.38131487889273,13.0203724767239,13.210920124633,13.2253522222482
ADNOCDRILL,ADNOC DRILLING,Energy,18.0372508441346,4.1,11.6381390277551,1.22249388753053,0.242130750605285,5.07614213197969,11.775728568745,5.67116053406787,3.97314009661836,16.5661745445763,14.7538353049251,15.6260990639423
ADNOCDIST,AD NATIONAL OI,Energy,11.130323494172702,3.29,8.075017663754501,-0.607902735562305,-7.10227272727271,-8.82907471931855,-9.07548262510607,15.1433702047384,6.29051987767584,15.6384505021521,15.3656303773753,16.2095024199098
2223,LUBEREF,Energy,5.9011674396289795,131.0,9.381594366697769,-3.10192023633681,-3.67107195301029,-21.2539486747496,-6.71955352552796,5.18530397990507,7.6219512195122,16.9557238491561,17.2585546725943,16.4726586783103
2382,ADES,Energy,6.1150808038808,20.12,39.1748995951249,-0.684261974584555,14.4144144144144,-0.878048780487784,-15.3333333323462,3.67669135662011,,39.2338585109669,24.1055346031174,26.685206387963
QFLS,QATAR FUEL CO,Energy,3.9639281637536,14.89,3.81653424187131,-0.615595075239417,-0.886766712141906,-1.62491536899121,-7.20588131050006,1.69413776827706,6.19408121128699,14.3858537454704,12.7732691073845,12.5364210816762
2381,ARABIAN DRILLI,Energy,3.2261847646463,134.8,11.312702604884,5.26315789473688,-1.1e-14,-19.9057714958775,-27.7972161914216,1.98176812943171,3.72058823529412,19.8624815249712,17.3876089506006,19.4898754110419
2380,PETRO RABIGH,Energy,2.97517991364145,6.71,2.59694764627482,-1.47492625368733,-3.46820809248557,-10.9333333333334,-35.3965183763127,1.21518223356619,,,-3.68952558939592,-2.78483791359742
4200,ALDREES,Energy,3.27309558078789,122.4,10.3418415804049,2.5041736227045,9.64285714285715,-4.23503875968991,-7.15009394964298,9.45218340900123,0.610749185667752,36.3646055121398,30.59138536535,35.4348948692093
GISS,GULF INTR SERV,Energy,1.6388875098531999,3.28,4.2932668714226905,-2.66505148394911,4.04661702816447,17.2992700729927,22.7343271378024,1.55661073420737,4.66708151835719,14.3571875279192,8.97642195977562,9.66483928300653
GAZ,AFRIQUIA GAZ,Energy,1.4202255229956902,4100.0,0.374941438568671,2.49999999999999,-1.20481927710845,2.11523000306553,5.94455112883439,4.74229825527172,3.41463414634146,29.2226872114037,30.9442843010253,32.4684205023401
DANA,DANA GAS,Energy,1.19434133124687,0.643,1.88310751761435,0.320000000000009,-2.33644859813084,-3.09119010819162,-20.8333333340798,0.495783034787384,0.0,8.06866898001111,8.53618689756576,8.53618689756576
TMA,TOTALENERGIES ,Energy,1.24599943568866,1380.0,0.15342157527425399,2.22222222222221,4.98498498498499,10.5572649572649,23.9003831421938,5.33901455698357,4.05797101449275,246.065624632239,18.9506884627049,19.4097989403647
JOPT,JOR PETROLM RE,Energy,0.6892655367231639,4.86,0.487286942505816,0.618556701030926,0.618556701030903,1.01740545955416,13.4833831556252,1.25609844805433,9.22131147540984,6.01540832049306,5.91515151515151,6.17721518987342
ABRJ,ABRAJ ENERGY S,Energy,0.5922614501337901,0.298,0.384930014720526,-1.33333333333333,-0.336700336700346,0.555240585559202,6.60873332935594,1.68375837372218,7.16216216216216,11.4551083591331,9.7015370650935,10.7580441379636
SHIP,HEAVY ENG & SH,Energy,0.537920310691803,923.0,0.8982965436263489,-0.651465798045581,13.1025957972806,20.0602037665947,15.667757288797,2.18364964151099,3.27868852459016,20.7671357240127,NaN,NaN
2030,SA REFINERIES,Energy,0.309851271389733,76.7,1.2736698772342898,0.649350649350633,-5.60292326431181,-12.9213483146068,-16.6666666669303,2.59589063701147,0.0,155.485113554289,NaN,NaN
RNSS,RENAISSANCE SE,Energy,0.221098901098901,0.361,0.0670030763013956,-3.74331550802138,-4.76190476190476,-11.0106930338687,-3.20461347220783,0.982243942688027,8.33333333333333,6.48298217179903,8.6728960262403,8.99812962722431
