Ticker,Name,Industry,Mkt Cap,Last Price,Avg 3M Volume,1Wk,1Mo,3Mo,YTD,P/B,DY,P/E LTM,P/E NTM,P/E FY1
EMAAR,EMAAR PROPERTI,Real Estate,19.182320851903402,7.97,21.1333144219873,2.04865556978231,1.91815856777493,2.87104508116183,7.15733862553494,0.889124260342173,6.27352572145546,6.20987346506265,6.2677626130678,6.51995994880343
ALDAR,ALDAR PROPERTI,Real Estate,12.824624583915199,6.04,17.3904190791265,0.167224080267547,4.9036777583187,8.32411645054663,15.4107408896381,1.44729681163015,2.83806343906511,10.8062275621944,8.74204932380026,9.68285079143021
EMAARDEV,EMAAR DEV,Real Estate,8.648295392658751,7.91,3.86186782634853,5.86666666666666,5.16556291390731,0.023311904313572,18.3492613591601,1.31595003118959,6.54911838790932,4.62703962703963,4.99388304754947,5.36218723365626
4250,JABAL OMAR,Real Estate,7.52087395897436,24.6,12.2544049756394,-3.2079207920792,2.08855472013365,-18.6688851913479,9.10714286070937,2.21474449076514,,633.160621761657,NaN,NaN
4280,KINGDOM,Real Estate,6.80589050589051,6.91,0.35626335643520396,-1.28939828080231,-0.010115272823363,-5.82820058171186,-1.71160754256752,0.688841153898087,4.06386066763425,24.5913341423371,22.2192894885057,22.9599324714559
ERES,EZDAN HOLIDING,Real Estate,5.55317596954315,0.763,1.43925311299218,-3.41772151898734,-5.33498759305213,-5.80246913580249,-11.0722610743157,0.602349606234696,0.0,194.147582697201,NaN,NaN
TECOM,TECOM GROUP PJ,Real Estate,3.66245507025379,2.66,0.398990537649466,-3.584229390681,-3.23741007194243,-2.53623188405798,0.663801656040941,2.15378885086798,5.94795539033457,12.0552119745451,11.8241758241758,12.1444695259594
4300,DAR AL ARKAN,Real Estate,3.33343994882456,11.76,6.8394130952063605,-3.5,-8.5308056872038,-19.3593314763231,-18.4507042237316,0.612154275564578,,21.3428682013381,13.7719480153226,16.3196128173114
MABANEE,MABANEE CO,Real Estate,3.82246895502136,831.0,3.75751875835207,2.18978102189782,-0.118906064209257,4.99999999999992,7.36656758292273,1.89775726505305,1.57232619047619,17.914267434421,18.4073074941167,18.5536553452183
4090,TAIBA,Real Estate,3.1036702382856203,44.8,2.16059771424763,0.789177001127395,10.9181141439207,20.1061388410787,69.7200765670336,1.710101380514,1.45413870246085,58.9787570919647,NaN,NaN
BRES,BARWA REAL EST,Real Estate,2.89454463053917,2.745,2.4182058372341904,-2.90114613180518,-7.03017832647465,-3.17857142857153,-0.290589496545068,0.494101388238114,6.6396163777204,8.56285533796589,NaN,NaN
4321,ARABIAN CO,Real Estate,2.5321179167333003,20.16,16.034772758156,-0.497512437810954,-7.6638965835642,-20.7680163508087,-0.674053221786808,0.674023479694817,7.5,7.25368305757248,8.59639304737431,9.32779831073558
TMGH,TALAT MOSTAFA,Real Estate,2.4363100359851,57.46,11.5053123283449,4.69724770642204,-4.35951760356462,-5.13566593702361,137.18047580986,1.95980683047362,0.385570271293375,23.7585669911644,13.5068155484978,14.7494821586568
4220,EMAAR ECON CIT,Real Estate,1.96651695186311,6.49,2.2748371193744696,-0.913242009132431,-4.12371134020618,-21.6606498194946,-18.1132075473846,1.21875619765257,,,NaN,NaN
4020,ALAKARIA,Real Estate,1.91907884215577,19.08,1.64382331126809,-1.53846153846153,-0.414937759336098,-9.68955785512695,20.4516938534579,1.50661561192368,,116.724420937443,29.2255172540805,37.8950808620283
4310,KEC,Real Estate,1.21004158004158,13.56,1.19463234765353,-3.18379160636758,-9.59459459459461,-27.831715210356,-4.56490727589861,1.51295906319459,,,NaN,NaN
ADH,DOUJA PROM ADD,Real Estate,1.198697000655,30.05,1.05315757118726,-0.672268907563023,0.203458799593137,38.0841121495327,106.210746690601,1.31097772757999,,68.0844200728077,36.5635344618282,41.1024559812275
4322,RETAL,Real Estate,1.51393997547844,11.3,4.344275104921,10.5058365758755,18.3333333333333,17.1538378812835,35.7169459968468,7.83670838380169,2.8169014084507,25.4611470963982,18.7708533115679,21.8391658721127
UDCD,UNITED DVLPMNT,Real Estate,1.09009403896282,1.116,2.1984255902593,-1.83727034120733,-8.78048780487801,5.21037181996085,10.6437713023308,0.355424381615365,4.90196078431372,10.2784902894833,NaN,NaN
4150,ARRIYADH DEV,Real Estate,1.02350871133856,21.26,1.24897413034786,-5.51181102362205,-1.90735694822889,-9.81259760541384,4.5353982295133,1.56650319499402,2.31481481481481,12.4014629133103,NaN,NaN
DEYAAR,DEYAAR,Real Estate,0.82455060732491,0.692,0.92641086580676,0.0,-5.20547945205482,-11.2525973949372,5.85378600467876,0.604249601578093,5.78034682080925,6.62137594488566,8.65070658389152,9.22742035615096
SRE,SALHIAH REAL E,Real Estate,0.809225096506735,415.0,1.2145000645350499,1.45631067961165,-3.68663594470042,-6.35970381663736,5.86373810939596,1.37721069543711,3.41763397129187,15.8034026465028,NaN,NaN
ALTIJARIA,COMMERCIAL R.E,Real Estate,0.7204539290909681,123.0,1.46788377693035,-9.77443609022556,-14.2857142857143,-0.822358934727096,23.4858864244084,0.729178036780304,3.26796666666667,13.5287485907554,NaN,NaN
RAKPROP,RAK PROPERTIES,Real Estate,0.8740877900010889,1.07,1.40412142299604,-1.83486238532109,-8.54700854700851,-14.3999558226555,-2.69396687532638,0.522732621424496,2.69590223364486,11.19363950204,NaN,NaN
4320,ALANDALUS,Real Estate,0.596549209803294,24.46,0.471900477142476,-4.08000000000002,-0.249584026622318,-14.3571428571429,21.2547544061964,2.12489662006884,2.08507089241034,83.3014902560183,NaN,NaN
