Date,Instrument,CF_NAME,1 Week Total Return,Company Market Cap,Return
2023-04-06,4002.SE,,-0.340425532832378,6243169034.73462,-0.0034042553283237798
2023-04-13,4002.SE,,2.30572160542417,6387970566.27919,0.0230572160542417
2023-04-17,4002.SE,,2.33722871485817,6538492306.87181,0.0233722871485817
2023-04-27,4002.SE,,0.652528547256859,6580105047.05788,0.006525285472568591
2023-05-04,4002.SE,,0.729335494558292,6628803029.09101,0.00729335494558292
2023-05-11,4002.SE,,-0.974272251528829,6485160395.72277,-0.00974272251528829
2023-05-18,4002.SE,,-2.30263157913534,6336168964.50572,-0.0230263157913534
2023-05-25,4002.SE,,-4.04040404120646,6080162137.657,-0.0404040404120646
2023-06-01,4002.SE,,-2.63157894723518,5919842137.54299,-0.0263157894723518
2023-06-08,4002.SE,,10.4504504498228,6538143615.17745,0.104504504498228
2023-06-15,4002.SE,,4.15986949441696,6809940273.03754,0.0415986949441696
2023-06-22,4002.SE,,-5.24667188793939,6451784904.95614,-0.052466718879393894
2023-06-22,4002.SE,,0.0,6451784904.95614,0.0
2023-07-06,4002.SE,,-1.32231404975809,6365623500.55979,-0.013223140497580901
2023-07-13,4002.SE,,3.01507537647339,6557027480.87533,0.030150753764733904
2023-07-20,4002.SE,,4.71544715372207,6867318919.78353,0.0471544715372207
2023-07-27,4002.SE,,1.86335403808782,6995281384.12732,0.0186335403808782
2023-08-03,4002.SE,,-6.02134146390166,6578806957.63525,-0.060213414639016596
2023-08-10,4002.SE,,-14.8418491483265,5598805588.14119,-0.148418491483265
2023-08-17,4002.SE,,4.57142857186912,5855687696.65618,0.045714285718691204
2023-08-24,4002.SE,,-1.63934426256643,5757850402.51639,-0.0163934426256643
2023-08-31,4002.SE,,2.03703703789864,5876549793.36088,0.0203703703789864
2023-09-07,4002.SE,,0.544464610525064,5908230463.64679,0.00544464610525064
2023-09-14,4002.SE,,-4.15162454852387,5663244900.67991,-0.0415162454852387
2023-09-21,4002.SE,,-6.96798493412557,5268490374.87335,-0.0696798493412557
2023-09-28,4002.SE,,4.25101214594057,5492893901.82119,0.0425101214594057
2023-10-05,4002.SE,,0.97087378490508,5545927209.70537,0.0097087378490508
2023-10-12,4002.SE,,-3.65384615455995,5345710627.40077,-0.0365384615455995
2023-10-19,4002.SE,,-0.199600798176514,5332195798.22971,-0.00199600798176514
2023-10-26,4002.SE,,-6.69999999919944,4974010395.84166,-0.0669999999919944
2023-11-02,4002.SE,,10.3965702046183,5491283254.25175,0.103965702046183
2023-11-09,4002.SE,,4.66019417450281,5748107070.49163,0.0466019417450281
2023-11-16,4002.SE,,2.5974025972191,5902444230.97449,0.025974025972191003
2023-11-23,4002.SE,,-0.542495479411276,5865884548.72684,-0.00542495479411276
2023-11-30,4002.SE,,2.36363636254668,6003092178.91987,0.023636363625466797
2023-12-07,4002.SE,,2.13143872079171,6132352156.98822,0.0213143872079171
2023-12-14,4002.SE,,-5.21739130508556,5811473661.76157,-0.05217391305085559
2023-12-21,4002.SE,,-0.55045871540359,5779637972.86129,-0.0055045871540359
2023-12-28,4002.SE,,3.1365313660376,5962984692.51693,0.031365313660376
2024-01-04,4002.SE,,4.47227191367907,6229001119.94027,0.044722719136790705
2024-01-11,4002.SE,,1.19863013672772,6303831897.81606,0.0119863013672772
2024-01-18,4002.SE,,-1.69204737757037,6196507132.38235,-0.0169204737757037
2024-01-25,4002.SE,,5.85197934583932,6560000000.0,0.0585197934583932
2024-02-01,4002.SE,,-2.27642276513464,6410666666.66667,-0.0227642276513464
2024-02-08,4002.SE,,4.49251247905245,6698488040.31892,0.0449251247905245
2024-02-15,4002.SE,,-5.90561e-10,6698309423.49741,-5.9056099999999995e-12
2024-02-21,4002.SE,,0.477707006369443,6739113021.65381,0.00477707006369443
2024-02-29,4002.SE,,-2.21870047543584,6580982347.60813,-0.022187004754358402
2024-03-07,4002.SE,,0.810372771474865,6633782162.37835,0.008103727714748649
