Ticker,Name,Industry,Mkt Cap,Last Price,Avg 3M Volume,1Wk,1Mo,3Mo,YTD,P/B,DY,P/E LTM,P/E NTM,P/E FY1
6070,JOUF AGR DEV C,Consumer Staples,0.514153206460899,66.0,5.13550457298562,-0.618238021638318,-1.83206106870229,17.576195516474,33.1011932264809,2.59266189052928,1.16640746500778,25.7834272309882,NaN,NaN
2282,NAQI,Consumer Staples,0.34330188176341997,64.9,0.996579936914123,-0.463678516228727,-1.22699386503067,-11.9646730961415,-16.1730801933649,4.92905528073266,1.5527950310559,32.4501909723972,NaN,NaN
4006,SAUDI MARKETIN,Consumer Staples,0.268671037901807,23.76,1.30875967953559,0.719424460431672,1.17434507678405,-21.6783216783218,-1.3215859040722,1.5099121237181,0.0,47.556367033247,NaN,NaN
2100,WAFRAH,Consumer Staples,0.265338641452103,43.5,2.44817765412354,-0.578034682080941,-9.56887486855944,-15.6862745098039,2.25921522144814,4.09486522472747,,37.8604446401057,NaN,NaN
6050,SAUDI FISHERIE,Consumer Staples,0.238818700357162,22.36,1.4059757116412699,0.089365504915118,-7.74299835255353,-14.5038167938931,-8.19672130930801,6.59619292185801,,,NaN,NaN
MUT,MUTANDIS,Consumer Staples,0.252049897063566,266.0,0.279999837449056,-0.843108504398826,-1.09689213893963,3.87864823348696,8.19999999785457,1.7783229009508,3.88170055452865,22.1928323304853,NaN,NaN
6090,JAZAN DEV CO,Consumer Staples,0.210032517724825,15.42,0.996579215128763,8.09327846364885,5.4886211512718,-9.42528735632178,3.1413612568024,1.70513653772632,,,NaN,NaN
6040,TABUK AGR DEV ,Consumer Staples,0.176471621621622,16.72,0.605717950153272,-0.236127508854822,-2.31213872832369,-13.3333333333334,-2.08574739323775,2.10268022513947,,7.71485177441591,NaN,NaN
DH,DELICE HOLDING,Consumer Staples,0.228561329856459,13.2,0.363440430187038,-1.8796992481203,9.66386554621852,16.5178571428572,11.5384615411629,1.69421120730428,4.59770114942529,7.32796136676306,6.61746030159442,7.00583423367804
OFMI,OMAN FLOUR MIL,Consumer Staples,0.182078559738134,0.44,0.00845229986578344,-2.1978021978022,-4.0948275862069,-7.29166666666664,-12.7450980405427,0.940100113644097,2.48988764044944,19.7602131438721,8.99106672156318,13.0899353740405
6060,ASH SHARQIYAH,Consumer Staples,0.155445386214617,19.38,1.35468180164971,-0.816326530612232,-6.44850818094322,-0.409836065573821,4.51612903114849,1.58889123099593,,455.803048065651,NaN,NaN
4061,ANAAM HOLDING,Consumer Staples,0.216616024308332,1.27,11.922856539458301,4.03225806451613,18.348623853211,16.2162162162162,41.7582417587014,2.79626990626423,,46.0714285714286,NaN,NaN
6020,AL GASSIM INV,Consumer Staples,0.130497361266592,16.46,0.536407866186859,-0.122399020807851,-3.77358490566039,-11.7837837837838,-9.33333333289976,1.66189465970721,,,NaN,NaN
WDAM,WIDAM FOOD CO,Consumer Staples,0.131277267114831,2.64,0.9213950487584031,-1.91881918819187,2.42774566473991,34.5141700404858,12.6271186440427,2.99278657367035,0.0,,NaN,NaN
