Date,Instrument,CF_NAME,1 Week Total Return,Company Market Cap,Return
2023-04-19,PRESIGHT.AD,,-0.602409639000001,5040480392.15686,-0.00602409639000001
2023-04-28,PRESIGHT.AD,,-5.41833e-10,5040754943.07968,-5.41833e-12
2023-05-05,PRESIGHT.AD,,5.15151515189001,5300141503.26797,0.0515151515189001
2023-05-12,PRESIGHT.AD,,4.61095100777285,5544830437.38765,0.0461095100777285
2023-05-19,PRESIGHT.AD,,-6.33608815486253,5193505092.86998,-0.0633608815486253
2023-05-26,PRESIGHT.AD,,-1.47058823441875,5117269384.75365,-0.0147058823441875
2023-06-02,PRESIGHT.AD,,-1.49253731246621,5039931380.02396,-0.0149253731246621
2023-06-09,PRESIGHT.AD,,-1.51515151475518,4963298480.64041,-0.0151515151475518
2023-06-16,PRESIGHT.AD,,0.923076924555133,5009386341.35715,0.00923076924555133
2023-06-23,PRESIGHT.AD,,0.304878049247992,5024658860.69055,0.00304878049247992
2023-06-26,PRESIGHT.AD,,-0.911854102999998,4978570168.27315,-0.00911854102999998
2023-07-07,PRESIGHT.AD,,0.613496933273416,5009386341.35715,0.00613496933273416
2023-07-14,PRESIGHT.AD,,-0.914634146011295,4963298480.64041,-0.00914634146011295
2023-07-20,PRESIGHT.AD,,0.307692307764262,4978570168.27315,0.00307692307764262
2023-07-28,PRESIGHT.AD,,1.53374233182657,5055341557.06233,0.0153374233182657
2023-08-04,PRESIGHT.AD,,1.20845921487334,5116293976.69099,0.012084592148733399
2023-08-11,PRESIGHT.AD,,1.19402985004824,5177102107.49877,0.0119402985004824
2023-08-18,PRESIGHT.AD,,-3.24483775724458,5009386341.35715,-0.0324483775724458
2023-08-25,PRESIGHT.AD,,-1.21951219508708,4947757351.33957,-0.0121951219508708
2023-09-01,PRESIGHT.AD,,-1.39844e-10,4948026793.00767,-1.3984399999999998e-12
2023-09-08,PRESIGHT.AD,,-3.70370370383193,4764766541.4148,-0.0370370370383193
2023-09-15,PRESIGHT.AD,,-2.24358974348131,4657864727.98562,-0.0224358974348131
2023-09-22,PRESIGHT.AD,,-3.60655737669014,4489876164.02549,-0.0360655737669014
2023-09-28,PRESIGHT.AD,,0.680272108266,4520419539.29097,0.006802721082660001
2023-10-06,PRESIGHT.AD,,-1.35135135155656,4459332788.76001,-0.0135135135155656
2023-10-13,PRESIGHT.AD,,-11.9863013700929,3924823721.61412,-0.119863013700929
2023-10-20,PRESIGHT.AD,,-7.39299610837368,3634364779.87421,-0.0739299610837368
2023-10-27,PRESIGHT.AD,,2.94117647183942,3741563470.02124,0.029411764718394198
2023-11-03,PRESIGHT.AD,,-9.24949e-10,3741257861.63522,-9.24949e-12
2023-11-10,PRESIGHT.AD,,0.816326530680711,3771901437.5953,0.00816326530680711
2023-11-17,PRESIGHT.AD,,-6.07287449403039,3542838597.2555,-0.0607287449403039
2023-11-24,PRESIGHT.AD,,7.32758620680971,3802753764.46562,0.0732758620680971
2023-12-01,PRESIGHT.AD,,-0.401606424035716,3788100547.40053,-0.00401606424035716
2023-12-08,PRESIGHT.AD,,-8.87096774270176,3452153385.26063,-0.0887096774270176
2023-12-15,PRESIGHT.AD,,-1.32743362838472,3406050053.10313,-0.013274336283847199
2023-12-22,PRESIGHT.AD,,-1.34529147872078,3360137247.42661,-0.013452914787207799
2023-12-29,PRESIGHT.AD,,-1.36363636455792,3314226942.24328,-0.0136363636455792
2024-01-05,PRESIGHT.AD,,1.38248847866593,3360045747.89641,0.0138248847866593
2024-01-12,PRESIGHT.AD,,-2.72727272806533,3268052168.70422,-0.0272727272806533
2024-01-19,PRESIGHT.AD,,-3.27102803731559,3161153265.9896,-0.0327102803731559
2024-01-26,PRESIGHT.AD,,-3.38164251318603,3054337526.54795,-0.0338164251318603
2024-02-02,PRESIGHT.AD,,-2.49999999968231,2977979088.38425,-0.0249999999968231
2024-02-09,PRESIGHT.AD,,-1.53846153729479,2932243866.5759,-0.0153846153729479
2024-02-16,PRESIGHT.AD,,-4.68749999983133,2794718836.79137,-0.046874999998313294
2024-02-23,PRESIGHT.AD,,1.09289617486339,2825416076.6801,0.0109289617486339
2024-03-01,PRESIGHT.AD,,-6.48648648648651,2641858091.91897,-0.0648648648648651
2024-03-08,PRESIGHT.AD,,-1.15606936416185,2611316379.87367,-0.0115606936416185
2024-03-15,PRESIGHT.AD,,1.75438596491229,2657563095.69196,0.0175438596491229
2024-03-22,PRESIGHT.AD,,6.89655172413792,2841075410.5504,0.0689655172413792
2024-03-29,PRESIGHT.AD,,-2.15053763440861,2779825603.87789,-0.0215053763440861
2024-04-05,PRESIGHT.AD,,23.0769230769231,3421137488.76726,0.230769230769231
2024-04-05,PRESIGHT.AD,,0.0,3421137488.76726,0.0
2024-04-19,PRESIGHT.AD,,11.1607142857143,3803064430.04194,0.111607142857143
2024-04-26,PRESIGHT.AD,,4.01606425702812,3955582507.35214,0.0401606425702812
2024-05-03,PRESIGHT.AD,,0.772200772200771,3986236091.82256,0.00772200772200771
2024-05-10,PRESIGHT.AD,,-1.14942528735632,3940309988.01873,-0.0114942528735632
2024-05-17,PRESIGHT.AD,,-1.55038759689924,3878691823.89937,-0.0155038759689924
2024-05-24,PRESIGHT.AD,,-5.90551181102362,3649933344.2248,-0.059055118110236206
2024-05-31,PRESIGHT.AD,,-15.0627615062762,3100321424.68141,-0.150627615062762
2024-06-07,PRESIGHT.AD,,1.97044334975369,3161411502.01503,0.0197044334975369
2024-06-14,PRESIGHT.AD,,10.6280193236715,3496930817.61006,0.106280193236715
2024-06-21,PRESIGHT.AD,,-3.93013100436681,3359405390.68881,-0.039301310043668096
2022-06-30,9526.SE,JAHEZ,-8.64321607987573,2541925138.46317,-0.0864321607987573
2022-07-06,9526.SE,,1.21012101110489,2571314835.23801,0.012101210111048899
2022-07-14,9526.SE,,-1.10869565202142,2542874518.99408,-0.0110869565202142
