Ticker,Name,Industry,Mkt Cap,Last Price,Avg 3M Volume,1Wk,1Mo,3Mo,YTD,P/B,DY,P/E LTM,P/E NTM,P/E FY1
1120,AL-RAJHI BANK,Financials,86.4651633882403,81.8,143.468548065218,2.65822784810126,3.97435897435892,-4.02366863905325,-4.97578503209776,2.99616609884055,2.83600493218249,20.2158685843907,17.33700595679,18.6606658015113
1180,THE SAUDI NATI,Financials,57.4124420278266,36.4,75.7759826010337,2.13371266002844,8.6232980332829,-5.41763126872986,-4.80584363210245,1.18578520089581,4.87465181058496,11.0838388984084,10.3063990518569,10.7321503884744
KFH,KWT FIN HOUSE,Financials,39.3964705918719,710.0,36.2094200713797,-1.12044817927172,-4.97981157469719,-3.3018940626161,7.35354460816999,2.06558763395857,2.59895494334278,20.7769276044732,19.2642873864378,19.2863247225827
FAB,FIRST ABU DHB ,Financials,36.400202919072,12.18,16.1669901528176,3.7735849056604,2.19594594594599,-11.807580174927,-8.6332247194378,1.11775954167285,5.86776859504132,8.40733174914189,8.63157444197941,8.650704567715
QNBK,QNB,Financials,36.874752556866504,14.61,21.4389728722733,2.46478873239435,10.2272727272726,1.74825174825164,-8.02696754235363,1.28639481667217,4.46735395189003,9.19036369837921,8.17824563207195,8.19375040349471
EMIRATESNBD,EMIRATES NBD,Financials,28.2943146884462,16.35,13.7722187259318,0.304878048780499,4.77707006369426,-6.00000000000001,1.70143251980608,0.959685620721449,7.29483282674772,4.79329114071588,5.13021792835697,4.90803591215896
NBK,NATIONAL BANK ,Financials,23.0844987307153,862.0,17.442670136403603,-0.234741784037562,-1.96078431372549,-5.00490534224592,2.5394478129001,1.67451148538218,3.92156858823529,12.8437594439408,12.9058563573339,12.8433771737583
1060,SAB,Financials,20.9762327929527,38.2,16.1488480015401,1.18890356671069,-0.905562742561461,-5.55218934624994,3.54370798918946,1.24662208076708,4.85639686684073,10.9247532660163,10.1817383744877,10.4940994665271
1150,ALINMA,Financials,20.923290154059398,31.4,46.5491704214611,0.319488817891367,3.11986863711002,-11.0955056179775,2.36093143596365,1.99002802272581,2.96178343949045,15.6625664661459,14.1146159852135,14.884647073461
1010,RIYAD  BANK,Financials,20.390212697905,26.2,26.1269208124158,3.40632603406328,1.39165009940361,-13.8513513513513,-8.24769904514604,1.2712466813129,5.49019607843137,9.80603282521419,9.18962241785809,9.4861369328052
ADCB,AD COMMERCIAL ,Financials,16.0056569028428,8.03,15.446474114355201,3.34620334620335,1.13350125944587,-5.64042303172738,-6.57525870126034,0.85590169045726,6.97384806973848,7.34097599327153,7.7851511956183,7.70585418468755
ADIB,AD ISLAMIC BK,Financials,11.4328286679011,11.54,9.82296132103117,0.521739130434806,2.30088495575225,1.76056338028172,21.9301539264076,1.80879221339488,6.18176470588235,8.465019551559,8.53836358208912,8.41573256036388
1080,ARAB BANK,Financials,10.5655951809798,20.08,10.5744399413568,-0.50200803212852,-2.55653883972473,-8.55824682814306,7.34896098305486,1.1271046514167,5.10847628657921,9.35240935429682,8.51809827667251,8.63650657855308
1140,BANK ALBILAD,Financials,10.8614531691455,32.8,16.4722729626668,-1.80722891566265,-0.458015267175604,-15.2127929361045,-9.33645185246817,2.5953843557237,1.22699386503068,16.5223913880836,12.6192023983819,12.8805905380962
1050,BSF,Financials,11.273388773388799,35.4,13.7322763228042,0.71736011477761,4.93273542600896,-4.69955692736597,-9.70283018982015,1.00190611180011,5.55555555555556,10.3488231530594,9.32962830720139,9.59697514085252
QIBK,QA ISLAMIC BK,Financials,11.9816115681163,18.6,11.945511657703399,3.87858347386172,7.31707317073174,-4.79134466769704,-10.9615473163848,1.52525272270236,3.92316017316017,10.5568027968672,10.2965682544692,10.1085770260814
DIB,DB ISLAMIC BK,Financials,11.1596267219856,5.63,8.46394122484914,0.891265597147961,2.90909090909086,-3.41296928327655,6.58878000151981,0.956676146410604,7.95053003533569,6.30458028871859,7.20435578815636,7.08532024377826
ATW,ATTIJARIWAFA B,Financials,11.2300933735741,515.0,2.49665174980465,4.96732753385565,5.19457425750696,6.15563690216347,16.1942677824205,1.75639717840159,3.18532818532818,13.5823037789745,12.0405267753201,12.5064238210399
8210,BUPA ARABIA,Financials,10.1631217015832,254.0,9.4616476787063,5.91666666666666,5.5647840531561,2.91497975708499,19.119025305565,7.64791433373188,1.573564122738,34.3207409607647,26.6686393620395,29.5305867736766
BOUBYAN,BOUBYAN BANK,Financials,7.68661607005447,566.0,4.5843671645318,-0.531914893617047,-3.27586206896553,-2.07459252954364,0.373542657217762,2.36057785399077,1.3453064171123,29.9359658484525,27.3537466144088,27.8417720805503
1111,TADAWUL GROUP,Financials,7.8554293938909305,250.8,10.8919473721622,3.54131534569986,4.86763450042698,-6.30056006762559,32.6238325416492,8.85888421462515,0.936482084690554,58.8498872602933,43.1110954639121,46.1115888511431
MULTIPLY,MULTIPLY GROUP,Financials,6.00806012416948,1.98,13.6326062921558,-2.47524752475245,-2.47524752475244,-12.8318584070796,-38.0503144643639,0.895921850146838,0.0,,NaN,NaN
8010,TAWUNIYA,Financials,5.71725571725572,143.4,17.494905143127898,3.46682827883045,3.17036172215754,-13.3418622357811,10.6189131845566,5.61699921310373,0.699300699300699,29.0394245726331,22.2952544441848,23.9886240884734
MARK,MASRAF AL RAYA,Financials,5.84359994512279,2.333,7.82884315601591,-2.3037542662116,-4.90033222591361,-3.8219235615287,-10.1251195302558,0.886199493286795,4.36681222707424,14.9263459783601,14.0367981616159,14.1090012446255
