Date,CLOSE,Return
2022-07-01,2904.6741,
2022-07-08,2874.5085,-0.010385192610764982
2022-07-15,2841.5779,-0.011456080230759391
2022-07-22,3027.0699,0.06527781624427753
2022-07-29,3064.5501,0.012381676419166876
2022-08-05,3098.6325,0.011121501978381909
2022-08-12,3160.7932,0.02006068806158834
2022-08-19,3181.3196,0.006494066109734575
2022-08-26,3170.9626,-0.003255567280948446
2022-09-02,3066.7953,-0.03285037168208782
2022-09-09,2997.3293,-0.022651006410502994
2022-09-16,3034.2408,0.0123147963755601
2022-09-23,2939.3832,-0.031262383657882364
2022-09-30,2897.1094,-0.014381860793107992
2022-10-07,2978.1136,0.02796035248099371
2022-10-14,2898.8494,-0.02661557302582418
2022-10-21,2998.0527,0.03422161220241393
2022-10-28,2953.5248,-0.014852273944350625
2022-11-04,2920.0672,-0.011328024061284414
2022-11-11,2915.4195,-0.0015916414526350176
2022-11-18,2894.4824,-0.007181505097293872
2022-11-25,2853.9685,-0.013996941214774683
2022-12-02,2851.6868,-0.0007994832458732004
2022-12-09,2733.4277,-0.041469876705955144
2022-12-16,2723.0894,-0.003782174300787422
2022-12-23,2702.4372,-0.0075841064931617685
2022-12-30,2732.9543,0.011292436323774746
2023-01-06,2742.5332,0.003504961645351967
2023-01-13,2776.3461,0.012329075906902576
2023-01-20,2766.991,-0.003369572691243383
2023-01-27,2783.6393,0.0060167524939545025
2023-02-03,2769.3283,-0.005141111493863315
2023-02-10,2728.8172,-0.014628493125932396
2023-02-17,2748.5135,0.007217889127934196
2023-02-24,2671.301,-0.028092457977739627
2023-03-03,2699.5212,0.010564215713616765
2023-03-10,2727.4671,0.010352169117990195
2023-03-17,2605.6201,-0.044674049413831574
2023-03-24,2688.1425,0.031670925473747946
2023-03-31,2720.2053,0.011927492683144747
2023-04-07,2780.7044,0.022240637498941673
2023-04-14,2798.502,0.006400392648711506
2023-04-21,2824.7229,0.009369619889498138
2023-04-28,2858.5823,0.011986804086163483
2023-05-05,2842.5377,-0.0056127822522374915
2023-05-12,2872.915,0.010686683240823891
2023-05-19,2856.1362,-0.0058403398638665616
2023-05-26,2819.6567,-0.012772325073293067
2023-06-02,2796.3923,-0.008250791665524448
2023-06-09,2859.176,0.022451678185496426
2023-06-16,2895.7148,0.012779486117678651
2023-06-23,2883.6652,-0.004161183276750968
2023-06-30,2880.7372,-0.0010153744616399063
2023-07-07,2925.109,0.015402932277196246
2023-07-14,2953.6807,0.009767738569742113
2023-07-21,2964.0191,0.003500175222054258
2023-07-28,3003.6735,0.01337859125131824
2023-08-04,2933.0463,-0.02351360758750909
2023-08-11,2925.8647,-0.002448512319767948
2023-08-18,2918.8934,-0.0023826460601544808
2023-08-25,2903.4555,-0.005288956424376434
2023-09-01,2906.949,0.0012032214717945244
2023-09-08,2863.585,-0.014917358371268286
2023-09-15,2865.8934,0.0008061223955286856
2023-09-22,2834.5641,-0.01093177436397319
2023-09-29,2843.89,0.0032900649521383496
2023-10-06,2798.1926,-0.016068624313879898
2023-10-13,2738.4612,-0.02134642197252601
2023-10-20,2718.9584,-0.007121809868987805
2023-10-27,2658.2072,-0.022343556267723774
2023-11-03,2775.4186,0.04409415488754975
2023-11-10,2795.3947,0.0071975088730757975
2023-11-17,2850.6373,0.01976200355534763
2023-11-24,2850.0478,-0.00020679586280580864
2023-12-01,2860.6905,0.0037342180717110374
2023-12-08,2848.2344,-0.004354228463372856
2023-12-15,2912.5184,0.02256977164519891
2023-12-22,2943.3868,0.010598525317470964
2023-12-29,3010.218,0.02270554451083351
2024-01-05,3053.1347,0.014257007299803615
2024-01-12,3071.0414,0.005865021284517935
2024-01-19,3043.8199,-0.008863931303563666
2024-01-26,3083.3906,0.013000342103026696
2024-02-02,3028.8191,-0.017698536150431265
2024-02-09,3064.4159,0.011752699261570188
2024-02-16,3124.1454,0.019491316436518913
2024-02-23,3143.471,0.006185883665977832
2024-03-01,3153.8857,0.003313121069034697
2024-03-08,3108.7443,-0.01431294735887223
2024-03-15,3139.3115,0.009832651723720165
2024-03-22,3158.5538,0.006129465011675439
2024-03-29,3107.6267,-0.016123549961377992
2024-04-05,3132.5535,0.008021169338003231
2024-04-12,3134.7824,0.0007115281510754468
2024-04-19,3065.7452,-0.022022964018172386
2024-04-26,3010.8978,-0.01789039741463172
2024-05-03,3042.3918,0.010460002993126993
2024-05-10,3038.6843,-0.0012186135921087304
2024-05-17,3021.9258,-0.005515051366145496
2024-05-24,2971.0961,-0.016820300485207107
2024-05-31,2895.3185,-0.02550493065505366
2024-06-07,2916.2018,0.007212781598984641
2024-06-14,2923.6989,0.0025708440341818406
2024-06-21,2927.5831,0.001328522578025959
